Monthly Quintile Turnover Timeseries
Universe Name: Russell 2000
Factor Code: EPSNumRevFY1C
Factor Name: Number of EPS FY1 Revisions
Sector Name: Cross Sectional
Holding Period: 1 Month
Currency: Local Currency
Created Date: 2024-07-25

Date,Q1,Q2,Q3,Q4,Q5
1/31/1999,,0,,,
2/28/1999,,0,,,
3/31/1999,,1,,,
4/30/1999,4,,2,,3
5/31/1999,2,3.33333333333333,2,1.28571428571429,2.5
6/30/1999,1.28571428571429,1.44444444444444,11,1.14285714285714,1.14285714285714
7/31/1999,1.5,1.64285714285714,2.5,1.5625,1.63636363636364
8/31/1999,1.85714285714286,1.93333333333333,1.26315789473684,4.18181818181818,1.46153846153846
9/30/1999,1.04166666666667,1.5,5.71428571428571,1.21951219512195,1.33333333333333
10/31/1999,0.814814814814815,1.53846153846154,1.22857142857143,1.84210526315789,1.14285714285714
11/30/1999,1.11111111111111,1.14705882352941,1.44117647058824,1.21428571428571,0.9
12/31/1999,1.14634146341463,1.6969696969697,1.09433962264151,1.92857142857143,1.18918918918919
1/31/2000,1.29545454545455,1.68888888888889,1.31914893617021,1.78571428571429,1.04651162790698
2/29/2000,1.98039215686275,2.37254901960784,2.41509433962264,2.18367346938776,1.68
3/31/2000,1.36274509803922,1.47321428571429,1.34146341463415,1.93023255813953,1.55
4/30/2000,0.993710691823899,1.41717791411043,1.38888888888889,1.26027397260274,1.14906832298137
5/31/2000,0.977401129943503,1.44252873563218,0.876984126984127,1.45192307692308,0.789772727272727
6/30/2000,0.845238095238095,1.10945273631841,0.860082304526749,1.20610687022901,0.760233918128655
7/31/2000,1.51630434782609,1.63186813186813,1.268,1.808,1.28415300546448
8/31/2000,0.949308755760369,1.38916256157635,0.891228070175439,1.18439716312057,0.717821782178218
9/30/2000,0.770949720670391,1.01234567901235,0.927797833935018,1.53571428571429,0.937799043062201
10/31/2000,1.14720812182741,1.32620320855615,1.12313432835821,1.29508196721311,0.898617511520737
11/30/2000,0.781990521327014,1.52592592592593,0.740740740740741,1.34408602150538,0.884615384615385
12/31/2000,0.666666666666667,0.989304812834225,1.09251101321586,1.12631578947368,0.863636363636364
1/31/2001,1.05789473684211,1.21698113207547,1.09148264984227,1.36206896551724,1.01142857142857
2/28/2001,0.950276243093923,2.41818181818182,0.859598853868195,1.7682119205298,1.07954545454545
3/31/2001,0.787709497206704,2.67924528301887,1.22304832713755,1.48958333333333,1.21511627906977
4/30/2001,1.06060606060606,1.15328467153285,1.76415094339623,1.4126213592233,0.92817679558011
5/31/2001,0.729591836734694,1.16187050359712,2.16793893129771,1.41798941798942,0.984126984126984
6/30/2001,0.649214659685864,2.68141592920354,1.05818181818182,1.17874396135266,0.843575418994413
7/31/2001,1.47179487179487,1.42331288343558,2.10869565217391,1.6951871657754,1.29381443298969
8/31/2001,0.782407407407407,1.125,4.74576271186441,1.31981981981982,0.964824120603015
9/30/2001,0.671361502347418,2.27027027027027,1.3201581027668,1.23788546255507,0.800947867298578
10/31/2001,1.12376237623762,1.11392405063291,1.78378378378378,1.55913978494624,1.04741379310345
11/30/2001,0.760975609756098,1.03819444444444,1.33070866141732,1.47572815533981,0.942028985507246
12/31/2001,0.795580110497238,1.04792332268371,3.2,0.969026548672566,0.835365853658537
1/31/2002,1.17142857142857,1.35398230088496,1.27931034482759,1.23783783783784,1.02285714285714
2/28/2002,0.910112359550562,3.265625,0.796526054590571,2.01136363636364,1.16666666666667
3/31/2002,0.95,0.87192118226601,0.885321100917431,1.31386861313869,0.861702127659574
4/30/2002,1.07142857142857,1.67894736842105,1.42396313364055,1.1957671957672,1.15591397849462
5/31/2002,1.22674418604651,1.26359832635983,0.944078947368421,1.63809523809524,0.770731707317073
6/30/2002,0.610810810810811,0.94273127753304,0.974358974358974,1.28467153284672,0.869565217391304
