Monthly Quintile Turnover Timeseries
Universe Name: Russell 2000
Factor Code: NIStab
Factor Name: Net Income Stability
Sector Name: Cross Sectional
Holding Period: 1 Month
Currency: Local Currency
Created Date: 2024-07-25

Date,Q1,Q2,Q3,Q4,Q5
9/30/1991,,0,,,
10/31/1991,,0,,,
11/30/1991,,0,,,
12/31/1991,,0,,,
1/31/1992,,0,,,
2/29/1992,,0,,,
3/31/1992,,0,,,
4/30/1992,,0,,,
5/31/1992,,0,,,
6/30/1992,,0,,,
4/30/1993,,1,,,
5/31/1993,2,,2,,1
6/30/1993,0,0.333333333333333,0.333333333333333,1,0.5
7/31/1993,1.33333333333333,0.75,1,0.25,0.666666666666667
8/31/1993,1.4,1,1,0.6,0.6
9/30/1993,0.125,0.375,0.5,0.375,0.125
10/31/1993,0.111111111111111,0.111111111111111,0.2,0.111111111111111,0.222222222222222
11/30/1993,0.6,1.3,0.9,0.5,0.333333333333333
12/31/1993,0.0833333333333333,0.230769230769231,0.0769230769230769,0.230769230769231,0.0833333333333333
1/31/1994,0.0769230769230769,0,0,0,0
2/28/1994,0,0.0714285714285714,0.214285714285714,0.285714285714286,0.230769230769231
3/31/1994,2,1.8,1.53333333333333,2,1.35714285714286
4/30/1994,0.03125,0.09375,0.1875,0.28125,0.193548387096774
5/31/1994,0.0909090909090909,0.0909090909090909,0.117647058823529,0.0303030303030303,0.0606060606060606
6/30/1994,0.0588235294117647,0.0588235294117647,0.0294117647058824,0.117647058823529,0.0909090909090909
7/31/1994,0.323529411764706,0.558823529411765,0.457142857142857,0.558823529411765,0.323529411764706
8/31/1994,0.0645161290322581,0.0967741935483871,0.0967741935483871,0.0645161290322581,0.0645161290322581
9/30/1994,0,0.0625,0.125,0.0967741935483871,0
10/31/1994,0.032258064516129,0.0625,0.0625,0.0625,0.0645161290322581
11/30/1994,0.125,0.1875,0.1875,0.1875,0.129032258064516
12/31/1994,0.125,0.1875,0.25,0.25,0.161290322580645
1/31/1995,0.1875,0.15625,0.15625,0.125,0.125
2/28/1995,0.0625,0.121212121212121,0.0606060606060606,0.0625,0.0625
